id,name,requirements,tasks,summary,pageUrl
JOB228710881478,Machine Learning Engineer,,,"
Machine Learning Engineer
The job you tried to view is no longer active on the site.
Cornell NanoSc...",https://optics.org/jobs/5373347
JOB229089470993,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/en-mo/details/200160977/maps-search-software-engineer
JOB229285046817,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/en-in/details/200160977/maps-search-software-engineer
JOB231723510320,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/en-fi/details/200160977/maps-search-software-engineer
JOB231900817964,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/en-fr/details/200160977/maps-search-software-engineer
JOB232324114963,Machine Learning Engineer,"Experience with modern machine learning algorithms,Experience with image processing, computer vision, speech recognition, or natural language processing,Strong programming, debugging, and design skills,Excellent problem solving, critical thinking, and interpersonal skills",,Are you interested in building products that use machine learning and computer vision technology in ...,https://jobs.apple.com/ja-jp/details/200169182/machine-learning-engineer
JOB232457005581,"AI/ML- Sr Machine Learning Engineer, Media Domains","5+ years experience working on applications of machine learning,Deep understanding of machine learning algorithms, including supervised and unsupervised modeling techniques,Experience working with large, real world data,Strong interpersonal, written, and verbal communication skills",,"AI/ML- Sr Machine Learning Engineer, Media Domains
Come join the team behind Siri's customer facing ...",https://jobs.apple.com/en-us/details/200121737/ai-ml-sr-machine-learning-engineer-media-domains
JOB234943719938,Machine Learning Engineer,"Experience with modern machine learning algorithms,Experience with image processing, computer vision, speech recognition, or natural language processing,Strong programming, debugging, and design skills,Excellent problem solving, critical thinking, and interpersonal skills",,Are you interested in building products that use machine learning and computer vision technology in ...,https://jobs.apple.com/nl-be/details/200169182/machine-learning-engineer
JOB237841272177,Machine Learning Engineer,,"Find a better job, faster!,Hand-screened leads,No ads, scams, junk,Great job search support,50+ career categories","
Machine Learning Engineer
Remote job for candidate who will be responsible for the end-to-end proce...",https://www.flexjobs.com/publicjobs/machine-learning-engineer-1209471
JOB237851650579,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/en-at/details/200160977/maps-search-software-engineer
JOB238139301362,Machine Learning Engineer,,"Help on the definition of business requirements iteratively using data;,You prepare your dataset in order to be able to explore it, generate insights, and create models;,Apply Machine Learning in order to develop end-to-end Proofs of Concepts;,A Master degree in Engineering or IT;,An in-depth and practical knowledge of Machine Learning, Statistics and Optimization;,Hands-on experience with Python, Scala, and Spark;,Experience in developing end-to-end solutions;,Very good knowledge of English (knowledge of French or Dutch is an asset).,Pragmatic and used to delivering effective solutions quickly that meet the real needs of the business;,Eager to learn on the job and benefit from the experience of your colleagues;,Willing to test and apply the latest Machine Learning Algorithms on real use-cases;,Analytical and able to solve complex problems;,Able to identify the best people to help you in your role;,Able to develop at the intersection of business needs and the technicality of new technologies;","
Do you want to get involved in the development of cutting edge data science projects? Are you excit...",https://www.axa.com/en/careers/job-offers/20000460-Machine-Learning-Engineer
JOB242034518545,GPU Machine Learning Engineer,"Excellent programming and problem-solving skills,Good understanding of machine learning fundamentals,Experience with system-level programming and computer architecture,Background in mathematics, including linear algebra and numerical methods, is a plus,Experience with high-performance parallel programming, GPU programming experience a plus",,Apple’s GPU Compute and Advanced Rendering team provide a suite of high-performance GPU algorithms f...,https://jobs.apple.com/en-gb/details/200157170/gpu-machine-learning-engineer
JOB243129002514,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/en-tw/details/200160977/maps-search-software-engineer
JOB243262499361,"ISE, Proactive - Machine Learning Engineer","Ability and passion to deliver extraordinary results with a lot of initiative,Experience building high quality models for classification, regression and ranking,Experience with recommender systems or models for personalization,Proven experience with shipping production software,Experience with machine learning on resource-constrained embedded devices is a plus",,Have you ever scheduled a virtual meeting and received a suggestion to call into it at the right mom...,https://jobs.apple.com/en-us/details/200154882/ise-proactive-machine-learning-engineer
JOB243291744795,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/es-co/details/200160977/maps-search-software-engineer
JOB244148316678,Machine Learning Engineer,"Experience with modern machine learning algorithms,Experience with image processing, computer vision, speech recognition, or natural language processing,Strong programming, debugging, and design skills,Excellent problem solving, critical thinking, and interpersonal skills",,Are you interested in building products that use machine learning and computer vision technology in ...,https://jobs.apple.com/en-my/details/200169182/machine-learning-engineer
JOB249670077820,Machine Learning Engineer,,"Find a better job, faster!,Hand-screened leads,No ads, scams, junk,Great job search support,50+ career categories","
Machine Learning Engineer
The company seeks a machine learning engineer who has at least two years'...",https://www.flexjobs.com/publicjobs/machine-learning-engineer-1288309
JOB249956592132,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/ro-ro/details/200160977/maps-search-software-engineer
JOB250698213905,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/en-nz/details/200160977/maps-search-software-engineer
JOB252056587610,Senior Machine Learning Engineer,50+ career categories,"Hand-screened leads,No ads, scams, junk,Great job search support","
Remote, full-time job. Pays $100,000 a year. Work 50 hours a week. Needs eight years' experience in...",https://www.flexjobs.com/publicjobs/senior-machine-learning-engineer-1140857
JOB255486650891,Machine Learning Engineer,"Experience with modern machine learning algorithms,Experience with image processing, computer vision, speech recognition, or natural language processing,Strong programming, debugging, and design skills,Excellent problem solving, critical thinking, and interpersonal skills",,Are you interested in building products that use machine learning and computer vision technology in ...,https://jobs.apple.com/no-no/details/200169182/machine-learning-engineer
JOB259656428064,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/no-no/details/200160977/maps-search-software-engineer
JOB260918537740,Aviation Data Scientist Machine Learning Engineer Featured,,,"
Apply Now I'm Interested
Aviation Data Scientist Machine Learning Engineer job at The MITRE Corpora...",http://www.avjobs.com/jobs/public.asp?Company=The+MITRE+Corporation&g=969D3A56-28CA-45C8-BC20-DD9C045B76E5&t=Aviation+Data+Scientist+Machine+Learning+Engineer&l=Mc+Lean%2BVA
JOB261792456988,Principle Machine Learning Engineer,,,,http://www.infomine.com/careers/jobs/principle-machine-learning-engineer_1781425/
JOB261847394829,"AI/ML - Machine Learning Engineer, Siri Experience","3-5 years of professional work experience applying machine learning to real-world problems, and crafting scalable and effective data solutions.,Excellent programming skills in Python or Scala,Excellent data analytical skills. Strong attention to detail. Proven track record to dive into data to discover hidden patterns and conduct error/deviation analysis,Excellent problem solving, critical thinking, and communication skills.,Good domain knowledge in at least one of the following: NLP, information retrieval, data mining,Good experience with Big Data systems such as Hadoop, Spark, Hive,.etc,Good knowledge in statistical methods such as Bayesian Statistics",,"AI/ML - Machine Learning Engineer, Siri Experience
Do you want to leverage your ML skills and NLP do...",https://jobs.apple.com/en-us/details/200009532/ai-ml-machine-learning-engineer-siri-experience
JOB262320774094,Machine Learning Engineer,,"Collaborate with team members to build models and data pipelines at scale,Design and build reusable data flows to enable rapid model iterations and reduce computing time and costs,Degree in a scientific or quantitative field (e.g. remote sensing, imaging science, geography, geoscience, computer vision, computer science, physics),Demonstrated experience building machine learning or deep learning models to solve complex problems with messy datasets,5+ years of experience working with Python,2+ years of experience working in cloud computing environments and creating modular and reusable code,Strong problem-solving skills and experience applying creative approaches to difficult problems,Strong written and oral communication skills and the ability to work remotely and collaborate with a remote team,Experience working with remote sensing, LiDAR, image or geospatial data,Experience with geospatial and remote sensing analyses using open-source software (e.g – common python geospatial libraries such as gdal, rasterio, shapely, fiona).","About Finite Carbon
Fueled by a fundamental belief that forests are critical to mitigating climate c...",https://technical.ly/job/finite-carbon-machine-learning-engineer-69177/
JOB262632860167,Machine Learning Engineer,"Experience with modern machine learning algorithms,Experience with image processing, computer vision, speech recognition, or natural language processing,Strong programming, debugging, and design skills,Excellent problem solving, critical thinking, and interpersonal skills",,Are you interested in building products that use machine learning and computer vision technology in ...,https://jobs.apple.com/pl-pl/details/200169182/machine-learning-engineer
JOB263440919098,Machine Learning Engineer,"Experience with modern machine learning algorithms,Experience with image processing, computer vision, speech recognition, or natural language processing,Strong programming, debugging, and design skills,Excellent problem solving, critical thinking, and interpersonal skills",,Are you interested in building products that use machine learning and computer vision technology in ...,https://jobs.apple.com/en-nz/details/200169182/machine-learning-engineer
JOB271296576653,Machine Learning Engineer,"A passion for programming, technology and enthusiasm for analytical and problem solving challenges,A good understanding and knowledge of C/C++ & python,Experience with Deep learning neural network building,Experience of Deep learning frameworks.,Proficiency to design, build, test and support innovative solutions,The ability to define and manage project deadlines,The ability to balance workloads across a wide variety of projects,To keep all stakeholders regularly informed on progress,To innovate and have fun through collaboration and generation of ideas which lead to enhancements of our workflows,Highly attractive bonus scheme,Initially 22 days holiday with future increases, complemented by a flexible buying and selling holiday program,Company contributory pension plan,Accommodation assistance program,Flexible Private Medical & Dental care programs, tailored to suit individual or family needs,We recognise and actively support the wellbeing of our staff through many different initiatives;,Onsite Exercise classes, almost every day of the week and promoting active lifestyles,Onsite Social Games area which provide downtime through the working day,Our restaurant, offering great food and a highly effective social and work space,Regular social club events, spontaneous reward events throughout the year",,"A Technology Company with a Passion for Innovation
CGG is a pioneering Technology Company providing ...",https://www.smartrecruiters.com/CGG3/743999685816836-graduate-machine-learning-engineer
JOB271973043575,Machine Learning Engineer,50+ career categories,"Find a better job, faster!,Hand-screened leads,No ads, scams, junk,Great job search support","
Full-time position. Will assist with recruiting, mentor team, build models, integrate systems, prov...",https://www.flexjobs.com/publicjobs/machine-learning-engineer-1272329
JOB273312918033,Machine Learning Engineer - Special Projects Team,"In-depth expertise in deep learning (DL), statistical machine learning (ML), and reinforcement learning (RL),Familiar with current DL literature and the math of machine learning: optimization methods, common types of models and layers, etc.,Understanding of modern machine learning concepts and state of the art deep learning frameworks,Ability to train and debug deep learning systems: Define metrics and datasets, performing error analysis, training models in a modern DL framework,Experience with hardware specific optimization of ML models and deployment,Excellent programming skills in Python and C/C++,Strong publication record demonstrating innovative research,Passionate about building extraordinary products,Creative, collaborative, and product focused",,"In-depth expertise in deep learning (DL), statistical machine learning (ML), and reinforcement learn...",https://jobs.apple.com/en-us/details/200150362/machine-learning-engineer-special-projects-team
JOB273499761200,Machine Learning Engineer,"Experience with modern machine learning algorithms,Experience with image processing, computer vision, speech recognition, or natural language processing,Strong programming, debugging, and design skills,Excellent problem solving, critical thinking, and interpersonal skills",,Are you interested in building products that use machine learning and computer vision technology in ...,https://jobs.apple.com/es-co/details/200169182/machine-learning-engineer
JOB274086619693,Maps Search Machine Learning Engineer,"Strong ML background with expertise in one of these areas - search applications, information retrieval, text mining, natural language processing, search relevance/ranking,Strong programming and debugging skills in: Java or C/C++ or Python or equivalent,Experience in distributed computing, search and related technologies,Experience with big data technologies like Hadoop/MapReduce, Spark, Kafka,- Experience with Hadoop/Map-Reduce/Spark,- Experience with data engineering,- Experience with Lucene/Solr/Elastic Search or any other Search Engine — is a plus!,Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",,"Maps Search Machine Learning Engineer
Summary
Would you like to be part of a team that impacts milli...",https://jobs.apple.com/en-my/details/200160977/maps-search-software-engineer
JOB738457934,Senior Machine Learning Engineer,,," Senior Machine Learning Engineer
• Pioneering Technology company
• Innovative Global Brand.
• Well-...",https://jobs.theguardian.com/job/6876055/senior-machine-learning-engineer/
JOB1635187015,Senior Machine Learning Engineer - Tech Start-Up,"Masters/PhD in Computer Science, Mathematics, Statistics, Machine Learning or something similar,Commercial experience - roughly 3 years,Extensive hands on experience implementing machine learning algorithms,Excellent communication skills with a confidence to present your findings with a willingness to continue learning whilst showing others the way,Knowledge of some of the following - BigData, image detection, recommender systems, artificial intelligence + natural language processing a big plus.,The opportunity to work with an experienced team of engineers building a new generation of data analytic and research tools,The opportunity to build your own team,You'll be working with an ambitious and successful start-up company who are destined for more big things,The chance to work with some of the world's biggest company names,An incredibly competitive package,The opportunity to work with an experienced team of engineers building a new generation of data analytic and research tools,The opportunity to build your own team,You'll be working with an ambitious and successful start-up company who are destined for more big things,The chance to work with some of the worlds biggest company names,An incredibly competitive package","Using your expertise and innovative side to reveal the power of their primary data and what else can be achieved with it,Being in the fortunate position of viewing data which no other company has access to, you'll discuss which approach would be best to maximise usage,Work closely with the team to discuss last week's approaches - what worked? what didn't? why? what tweaks can be made?,Develop and build on successful sprints and bring them to production,Working closely with data classification, fraud detection, image analysis etc.","
Job Description
Digital Gurus are working exclusively with an exciting and tech start-up company ba...",https://jobs.theguardian.com/job/6461613/senior-machine-learning-engineer-tech-start-up/
JOB9830020947,Machine Learning Engineer,,"3+ years of professional machine learning experience,Be a nice person, always happy to share your knowledge and expertise,Identify and scope appropriate applications of machine learning,Undertake preprocessing of structured and unstructured data,Clearly communicate requirements of machine learning implementations,Build production-ready machine learning models,Communicate information using data visualization techniques,Proven experience with Python and JavaScript,Deep understanding of modern full-stack engineering,Appreciate agile practices, test-driven development, and pair programming",Cognizant Technology Solutions is seeking a Machine Learning Engineer to join the Accelerator team i...,https://jobs.lever.co/quickleft/7952b9fb-04b3-44e0-924d-8d3f91019748
JOB26346338669,Senior Machine Learning Engineer,,," Senior Machine Learning Engineer
• Pioneering Technology company
• Innovative Global Brand.
• Well-...",https://jobs.theguardian.com/job/6835647/senior-machine-learning-engineer/
JOB45275183468,Machine Learning Engineer,,,"
AI/Machine Learning/Deep Learning/PhD
AI/Machine Learning/Deep Learning/PhD
A PhD engineer with exp...",https://jobs.theguardian.com/job/6767558/machine-learning-engineer/
JOB85763078008,Machine Learning Engineer,,"Conduct original research on large proprietary and open source data sets,Identify, research, prototype, and build predictive products,Build cutting-edge models for understanding vast amounts of textual data,Write production-ready code,At least one core programming expertise, such as python (NumPy, SciPy, Pandas), MATLAB, or R,Experience with advanced machine learning methods,Strong statistical knowledge, intuition, and experience applying machine learning models to real data,Stellar ability to communicate even the most complicated methods and results to a broad, often non-technical audience,Effective coding, documentation, and communication habits,Ability and credibility to direct a team,Medical, Dental, and Vision insurance with 100% premium covered,Unlimited vacation days,Paid Parental Leave,401(k) plan with employer match,Free snacks and drinks,Dog-friendly office,Cardio machines and weights in the office","At Kensho, we hire talented people and give them the autonomy and support needed to build amazing te...",https://jobs.lever.co/kensho/457eca6c-a635-4d85-bb95-348ad78261a1
JOB159782646858,Machine Learning Engineer,Ph.D. in Computer Science with specialization in machine learning or artificial intelligence,"Strong background working with machine learning methods and experience in implementing and extending ML algorithms,Experience developing data infrastructure and tools and familiarity with current large-scale data processing technologies, e.g. TensorFlow or PyTorch,Strong software engineering skills and substantial expertise in one of Python, R, C/C++, or Java,Track record of effective communication and collaboration in a cross-functional environment,Strong analytical and quantitative skills,BS/MS in Computer Science or related technical field, or equivalent practical experience,Prior experience in processing biological or chemoinformatic datasets and/or some background in biology or chemistry,Public recognition in the field, e.g. via scientific publications or success in online competitions","
Who we are:
Calico is a research and development company whose mission is to harness advanced techn...",https://boards.greenhouse.io/embed/job_app?token=4090347002&s=LinkedIn&source=LinkedIn
JOB191548684625,Senior Machine Learning Engineer,,," Senior Machine Learning Engineer
• Pioneering Technology company
• Innovative Global Brand
• Well-k...",https://jobs.theguardian.com/job/6825198/senior-machine-learning-engineer/
JOB202289493090,Machine Learning Engineer,MS or PhD degree in topic related to Machine Learning,"Experienced Machine Learning Engineer developing analytic products using multimodal geospatial data,Work in a dynamic and open-minded team environment,Contribute to development of data pipelines to train, evaluate and deploy models at scale,Collaborate closely with peers on other engineering teams and interface frequently with product and sales teams,Strong background in Machine Learning,Strong Python software development skills,Good foundations of software architecture, object oriented design, APIs and testing patterns,Experience implementing machine learning models and deploying them in scalable production environments,BA/BS in Computer Science, related technical field or equivalent practical experience,Few years of experience building production software and API services,Experience with deep learning frameworks such as Tensorflow, Caffe, PyTorch, etc","
Welcome to Planet. We believe in using space to help life on Earth.
Planet designs, builds, and ope...",https://boards.greenhouse.io/planetlabs/jobs/916070
JOB203782993007,Machine Learning Engineer,"Flexibility: Since we’re an early stage company, you should be flexible in your tasks and do whatever is needed, ranging from dirty work like data cleaning, to high-level work like algorithm design.","Develop and refine machine learning solutions for real world large scale problems,Collect data, perform data preprocessing, define performance measures based on development and test sets,Work iteratively with our partners to build deep learning models, and optimize/customize them to new applications,Develop production-ready software with fast and efficient algorithms,Bachelor degree is required in C.S or related technical field. Advanced degree is preferred.,Previous experience with machine learning such as familiarity with basic machine learning algorithms (e.g., linear regression, neural networks) and the math needed to discuss them (linear algebra, probability/statistics).,Strong computer science fundamentals. Debugging skills and knowledge of algorithms are both important. You should be able to dig into and understand significant code bases and produce well-designed software. You should be able to study and understand new libraries and frameworks and integrate them into your work.,Strong coding ability. While theoretical knowledge of algorithms is appreciated, it is also important that you're able to write clean, efficient code in C++ (using templates, STL, and OOP) or Python (with a focus on testability and using OOP) on a Linux platform.,Strong software engineering skills. You should have a strong sense of how to distill application requirements into clean and testable APIs, and enjoy the craft of writing good software. Experience in deploying software at scale is a plus.,Strong work ethic. All of us believe in our work’s ability to change human lives, and consequently work not just smart, but also hard.,Growth mindset: We are eager to teach you new skills and invest in your continual development. But learning is hard work, so this is something we hope you’ll want to do.,Good team member: We care and watch out for each other. We’re humble individually, and go after big goals together.","
Machine Learning Engineer
Landing AI is a new Artificial Intelligence company that will help other ...",https://boards.greenhouse.io/landingai/jobs/4009178002?gh_src=oeluta2
JOB261308429377,Machine Learning Engineer (Applied),"Masters in Computer Science or equivalent work experience,Industry experience designing and developing software,Experience implementing the latest machine learning algorithms,Experience in designing performant production systems,Production/deployment engineering in java,Java, C++, C#,Published research in CV/NLP topics,PhD in Computer Science","Improve accuracy of our production machine learning systems by applying the latest published research, feature engineering, and tuning of model hyperparameters,Own end-to-end accuracy and performance for our 60+ machine learning problems,Be up to date on the latest research publications, and rapidly assess the latest results for production and scalability potential,Work closely with product leadership and customers on training datasets and error analysis","
Machine Learning Engineer (Applied)
Machine Learning Engineers in our applied division design and b...",https://boards.greenhouse.io/diffbot/jobs/4046732002
JOB274740950132,Machine Learning Engineer,Knowledge of how web browsers work.,"You have a strong sense of ownership which drives you to find ways to do things better, faster, and cheaper.,You look to find new and innovative ways to solve complex problems through rigorous experimentation, all by yourself.,You are open, transparent and work in tight collaboration with anyone.,You constantly drive for correctness and performance, in that order.,You are a machine learning expert and have solved difficult problems to prove it.,Develop machine learning models and improve existing ones to enhance our detection capabilities.,Work with different teams across White Ops to productize your solutions.,Own the entire lifecycle: Research. Design. Experiment. Build. Deploy. Monitor. Maintain.,Read research papers and apply state-of-the-art techniques in our problem set.,Track record of deploying machine learning models in highly performant environments with large amounts of complex data.,Proficiency with Python and Tensorflow.,Familiarity with tools, libraries and platforms such as Pandas, Numpy, Keras, Tensorflow, Spark.,Knowledge of how the internet works.","
At White Ops, we’re all hackers. This doesn’t mean you have to hold a key to the internet (although...",https://boards.greenhouse.io/whiteops/jobs/1399357
JOB30585509480,"Computer Vision & Machine Learning Engineer (New York, US)","Experience in writing software in company, startup, or other industrial framework,Experience with deep learning frameworks,Experience with OpenCV, Random forest,Familiarity with the latest techniques in computer vision,Deep knowledge of more than one of the following approaches: CNNs and deep learning, SVM, Bayesian Networks, boosting, feature based detection (SIFT/SURF family), object tracking, video analytics,Fluency in C++, Python,Ability to both work independently and collaborate in a SCRUM-like environment,Participate in code reviews,Champion continuous integration, automated testing, documentation, and large and rich ground-truth sets","Design models for achieving specific imaging goals,Perform model training / algorithm development and optimization,Optimize and compromise for speed, size or accuracy,Select or develop algorithms for performing various computer vision related tasks,Build or modify software and tools for implementing your algorithms and models on a variety of hardware platforms,Work with a team of software and hardware engineers to productize your development,help convey your analytics features in a compelling fashion,understand customer feedback and define new iterations of our features,define the next big thing(s) on the roadmap,Present and discuss your work with other partners in the business,Value creativity, initiative, clarity and rigor,Believe diversity of thought improves our outcomes,Speak up and take initiative,Have experience working with, modeling and understanding large and complex datasets,Have worked on large, pre-existing production code bases","
Park Assist makes parking garages simpler to navigate, safer, and greener. Our patented technology ...",http://www.parking-net.com/parking-jobs/park-assist/computer-vision-machine-learning-engineer-new-york-us-2
JOB37260022095,Machine Learning Engineer( TELECOM INDUSTRY IN UAE) - Star Services,,,"
<p><p>STAR SERVICES LLC. IS HIRING FOR MAJOR TELECOM Co. OF UAE</p><br /><p>REQUIRED POSITION:<br /...",http://www.godubai.com/jobs/jobdetails.asp?jid=397206
